created_at,favorite_count,full_text,clean_text,aspect,sentiment
Tue Jan 31 14:03:33 +0000 2023,0,@aekacrina wkwkwk harusnya di titipin ke polisi,@aekacrina wkwkwk harusnya di titipin ke polisi,lainnya,neutral
Tue Jan 31 14:05:24 +0000 2023,0,@EA_Books Bila ada waktu dan kesempatan silahkan berkenan bisa hadir dalam space Rabu Biru besok jam 19.00 dengan narsum Komisi III DPR RI dan Pengacara Keluarga Korban Mahasiswa UI yg tewas ditabrak dan dijadikan tersangka oleh polisi terimakasih https://t.co/oJchdSIcNi,@ea_books bila ada waktu dan kesempatan silahkan berkenan bisa hadir dalam space rabu biru besok jam . dengan narsum komisi iii dpr ri dan pengacara keluarga korban mahasiswa ui yg tewas ditabrak dan dijadikan tersangka oleh polisi terimakasih,etika,negative
Tue Jan 31 14:06:03 +0000 2023,0,Anggota Polisi Ditemukan Tewas di Cilincing Jakarta Utara: Seorang anggota polisi inisial I ditemukan tak bernyawa di antor Perwakilan Polres Metro Kepulauan Seribu Cilincing Jakarta Utara. https://t.co/48QaeuaOga,anggota polisi ditemukan tewas di cilincing jakarta utara: seorang anggota polisi inisial i ditemukan tak bernyawa di antor perwakilan polres metro kepulauan seribu cilincing jakarta utara.,lainnya,neutral
Tue Jan 31 14:06:08 +0000 2023,0,@OposisiCerdas Mohon maaf mohon dirubah gambar tsb pet/topi polisi yg dlm gambar itu pet untuk pangkat jenderal bintang 1 hingga bintang 4 dan pet pamen kompol bukan dlm foto tsb trims,@oposisicerdas mohon maaf mohon dirubah gambar tsb pet/topi polisi yg dlm gambar itu pet untuk pangkat jenderal bintang hingga bintang dan pet pamen kompol bukan dlm foto tsb trims,lainnya,neutral
Tue Jan 31 14:06:27 +0000 2023,0,@Asea08383977 Ada terus polisi ini,@asea ada terus polisi ini,etika,neutral
Tue Jan 31 14:07:10 +0000 2023,0,@SFT96SANGYEON Lapor polisi nggak nih ge??,@sftsangyeon lapor polisi nggak nih ge??,hukum,neutral
Tue Jan 31 14:07:23 +0000 2023,0,Polisi tuh kalo ada kasus penipuan harus viral dlu ya baru di usut? Kalo warga warga miskin kaga keliatan wujudnya kaya gue ditipu kaga bakal di usut ya?,polisi tuh kalo ada kasus penipuan harus viral dlu ya baru di usut? kalo warga warga miskin kaga keliatan wujudnya kaya gue ditipu kaga bakal di usut ya?,citra,negative
Tue Jan 31 14:07:25 +0000 2023,0,Kanit Samapta Polsek Pengadegan melaksanakan patroli dan sambang ke balai desa Tetel menyamapaikan pesan kamtibmas kepada perangkat desa untuk selalu menjaga sitkamtibmas kondusif. Selasa (31/1/2023). #polrespurbalingga #humaspolrespurbalingga #polisi_indonesia https://t.co/M9zHVnLrCG,kanit samapta polsek pengadegan melaksanakan patroli dan sambang ke balai desa tetel menyamapaikan pesan kamtibmas kepada perangkat desa untuk selalu menjaga sitkamtibmas kondusif. selasa (//). #polrespurbalingga #humaspolrespurbalingga #polisi_indonesia,kinerja,neutral
Tue Jan 31 14:11:42 +0000 2023,0,@yyienazh huhuhuuu aku td baca nya cm police doang kirain mau jadi polisi aihh wkwk,@yyienazh huhuhuuu aku td baca nya cm police doang kirain mau jadi polisi aihh wkwk,lainnya,neutral
Tue Jan 31 14:12:09 +0000 2023,0,Hingga kini belum diketahui pasti bagaimana pelaku bom bunuh diri itu bisa memasuki markas besar polisi di wilayah barat laut kota Peshawar itu. Oleh karenanya aparat terus memburu otak dibalik bom bunuh diri yang masih misterius ini.,hingga kini belum diketahui pasti bagaimana pelaku bom bunuh diri itu bisa memasuki markas besar polisi di wilayah barat laut kota peshawar itu. oleh karenanya aparat terus memburu otak dibalik bom bunuh diri yang masih misterius ini.,lainnya,neutral
Tue Jan 31 14:12:45 +0000 2023,0,Polisi tolol,polisi tolol,citra,negative
Tue Jan 31 14:13:30 +0000 2023,0,2. Unbelievable (2019) seorang remaja melapor ke polisi bahwa dia diperkosa tapi polisi ga percaya dan malah laporin balik dia atas tuduhan laporan palsu. beneran unbelievable kayak judulnya. emosi bgt nonton ini. sedih bgt marah bgt. 8.87/10 https://t.co/r3MNyAv5f1,. unbelievable () seorang remaja melapor ke polisi bahwa dia diperkosa tapi polisi ga percaya dan malah laporin balik dia atas tuduhan laporan palsu. beneran unbelievable kayak judulnya. emosi bgt nonton ini. sedih bgt marah bgt. ./,etika,negative
Tue Jan 31 14:13:33 +0000 2023,0,@sopir_idiot Lah yang kaya gini kok gak dikawal polisi?,@sopir_idiot lah yang kaya gini kok gak dikawal polisi?,kinerja,neutral
Tue Jan 31 14:13:40 +0000 2023,0,HIGHLIGHTS: Mantan Panit I Sat Narkoba Polrestabes Dijebloskan ke Penjara Polda Sumut Imbau Orang Tua Waspada Penculikan Anak dan Suami Bawa Polisi Tangkap Basah Istri Selingkuh https://t.co/wIDvku1jpW,highlights: mantan panit i sat narkoba polrestabes dijebloskan ke penjara polda sumut imbau orang tua waspada penculikan anak dan suami bawa polisi tangkap basah istri selingkuh,hukum,neutral
Tue Jan 31 14:15:44 +0000 2023,0,Lhah... Kyk sepupuku. Biasa pergi n pulang sekolah d jemput. Krn papanya lg sibuk mamanya jemput molor dia k rumahku jalan kaki 2 km. Ortu panik nangis lapor polisi. Abis nelpon masku eh anaknya abis makan mie leha-leha dirumahku. Masku awalnya bingung krn jarang ngecek WA.,lhah... kyk sepupuku. biasa pergi n pulang sekolah d jemput. krn papanya lg sibuk mamanya jemput molor dia k rumahku jalan kaki km. ortu panik nangis lapor polisi. abis nelpon masku eh anaknya abis makan mie leha-leha dirumahku. masku awalnya bingung krn jarang ngecek wa.,kinerja,neutral
Tue Jan 31 14:16:05 +0000 2023,0,Bisa ditambah dibuatkan Taman Latihan SIM Pak Polisi. Per kecamatan atau per beberapa kecamatan 1 taman.,bisa ditambah dibuatkan taman latihan sim pak polisi. per kecamatan atau per beberapa kecamatan taman.,lainnya,neutral
Tue Jan 31 14:16:40 +0000 2023,0,@txtdrberseragam Polisi kok dikasih penghargaan. Itu sudah kewajibannya.... Aneh aja. Itu sudah tugas secara umum sbg aparat penegak hukum... Justru aneh klo polisi ga jalanin kewajiban malas serta gagal mecahin kasus,@txtdrberseragam polisi kok dikasih penghargaan. itu sudah kewajibannya.... aneh aja. itu sudah tugas secara umum sbg aparat penegak hukum... justru aneh klo polisi ga jalanin kewajiban malas serta gagal mecahin kasus,citra,negative
Tue Jan 31 14:17:24 +0000 2023,0,@KompasTV Klo yg nabrab driver grab atau sejenisnya polisi gercep bgt ambil ksimpulan giliran nyinggung tubuhnya sperti bintang sinetron bertele2,@kompastv klo yg nabrab driver grab atau sejenisnya polisi gercep bgt ambil ksimpulan giliran nyinggung tubuhnya sperti bintang sinetron bertele,citra,negative
Tue Jan 31 14:18:26 +0000 2023,0,Polisi periksa dua orang tewas diduga akibat minuman oplosan https://t.co/s3RjFnuUP3,polisi periksa dua orang tewas diduga akibat minuman oplosan,kinerja,neutral
Tue Jan 31 14:18:32 +0000 2023,0,Pipa Minyak PT BSP Meledak Diduga Disembunyikan Polisi: Kami dari Polres Siak Baru Hari Ini Dapatkan Informas https://t.co/Qvn04vQncs,pipa minyak pt bsp meledak diduga disembunyikan polisi: kami dari polres siak baru hari ini dapatkan informas,kinerja,neutral
Tue Jan 31 14:19:13 +0000 2023,0,@FaktaSepakbola 135 mati dibunuh oleh polisi Tapi kenapa Arema yang dihajar ‍️,@faktasepakbola mati dibunuh oleh polisi tapi kenapa arema yang dihajar,etika,negative
Tue Jan 31 14:19:47 +0000 2023,0,@OposisiCerdas Polisi ooh polisi kapan bisa berbenah diri,@oposisicerdas polisi ooh polisi kapan bisa berbenah diri,citra,negative
Tue Jan 31 14:20:04 +0000 2023,0,Polisi musnahkan 60 kg sabu dari dua kasus berbeda https://t.co/Guq6a1MYGP https://t.co/Wyd0IeVRyn,polisi musnahkan kg sabu dari dua kasus berbeda,kinerja,neutral
Tue Jan 31 14:20:05 +0000 2023,0,Dari hasil pengembangan di tempat tinggal pelaku polisi mengamankan 43 pil ekstasi dan dua paket sabu siap edar. Pelaku bekerja dengan 3 orang lain. https://t.co/Vsa5TOBVny,dari hasil pengembangan di tempat tinggal pelaku polisi mengamankan pil ekstasi dan dua paket sabu siap edar. pelaku bekerja dengan orang lain.,hukum,neutral
Tue Jan 31 14:20:07 +0000 2023,0,@bapakmuBapak @txtdrberseragam Masih ada kesempatan pak? (Jadi polisi tidur misal*),@bapakmubapak @txtdrberseragam masih ada kesempatan pak? (jadi polisi tidur misal*),etika,neutral
Tue Jan 31 14:20:32 +0000 2023,0,@PartisanPSBY Malah arep berlindung di dalam kantor polisi. Jancok! https://t.co/iCtPv1YTOK,@partisanpsby malah arep berlindung di dalam kantor polisi. jancok!,etika,negative
Tue Jan 31 14:27:00 +0000 2023,0,sebenarnya cita² gua tuh tergantung tontonan gua -nonton vincenzo pengen jadi pengacara atau mafia -nonton dr. romantic pengen jadi dokter -nonton Love In The Air pengen jadi arsitek -nonton mouse pengen jadi polisi -nonton Cutie Pie pengen anak teknik,sebenarnya cita2 gua tuh tergantung tontonan gua -nonton vincenzo pengen jadi pengacara atau mafia -nonton dr. romantic pengen jadi dokter -nonton love in the air pengen jadi arsitek -nonton mouse pengen jadi polisi -nonton cutie pie pengen anak teknik,lainnya,neutral
Tue Jan 31 14:27:16 +0000 2023,0,orang udah mati dijadikan tersangka dikenakan pasal 359 KUHP karena kealpaannya menyebabkan mati. kata polisi jadi dia sendiri krn kealpaannya menyebabkan mati bisa kah mayat dijadikan tersangka? bisa kah korban rangkap pelaku?,orang udah mati dijadikan tersangka dikenakan pasal kuhp karena kealpaannya menyebabkan mati. kata polisi jadi dia sendiri krn kealpaannya menyebabkan mati bisa kah mayat dijadikan tersangka? bisa kah korban rangkap pelaku?,hukum,negative
Tue Jan 31 14:27:17 +0000 2023,0,trus polisi nyuruh keluarga korban (rangkap pelaku) untuk praperadilan lah kalo praperadilan blg SP3 tidak sah nanti kasus berlanjut itu mayat terdakwa dihidupin lagi sama hakim atau gimana?? kalo praperadilan bgitu yang rugi ya keluarga sendiri klo gitu,trus polisi nyuruh keluarga korban (rangkap pelaku) untuk praperadilan lah kalo praperadilan blg sp tidak sah nanti kasus berlanjut itu mayat terdakwa dihidupin lagi sama hakim atau gimana?? kalo praperadilan bgitu yang rugi ya keluarga sendiri klo gitu,kinerja,negative
Tue Jan 31 14:28:19 +0000 2023,0,Polisi x Arema FC kombo mematikan Mematikan perjuangan wkwkwk,polisi x arema fc kombo mematikan mematikan perjuangan wkwkwk,citra,negative
Tue Jan 31 14:28:23 +0000 2023,0,Sejak hari pertama wis jelas suporter e sawangan ko ngono. Primitif bodoh yo kui asline sing menyebabkan hilangnya ratusan nyawa. Terlepas polisi yo emang tolol.,sejak hari pertama wis jelas suporter e sawangan ko ngono. primitif bodoh yo kui asline sing menyebabkan hilangnya ratusan nyawa. terlepas polisi yo emang tolol.,citra,negative
Tue Jan 31 14:29:46 +0000 2023,0,@VICE_ID Setiap hari selalu ada alasan baru utk benci sama polisi,@vice_id setiap hari selalu ada alasan baru utk benci sama polisi,citra,negative
Tue Jan 31 14:30:00 +0000 2023,0,@alisyarief Udah nenjadi mindset polisi menganggap masyarakat bodoh dan mudah dibohongi setelah muncul reaksi yang sangat kuat di masyarakat terutama netizen dan gagal menjinakkan reaksi masyaraka baru berupaya cari kebenaran,@alisyarief udah nenjadi mindset polisi menganggap masyarakat bodoh dan mudah dibohongi setelah muncul reaksi yang sangat kuat di masyarakat terutama netizen dan gagal menjinakkan reaksi masyaraka baru berupaya cari kebenaran,citra,negative
Tue Jan 31 14:30:24 +0000 2023,0,Ngakak banget gw pertama kali di telpon penipu berkedok ditangkap polisi wkwkwk,ngakak banget gw pertama kali di telpon penipu berkedok ditangkap polisi wkwkwk,lainnya,neutral
Tue Jan 31 14:30:29 +0000 2023,0,@kooloooovemi MAMA AKU uang pensiunan ga diturunin dipecat tidak terhormat trus pas nuntut uang pensiun malah dilapor ke polisi blgnya mama aku korup padahal selama ini semua uang gedung di tf langsung ke rekening gedung polisi brengsek,@kooloooovemi mama aku uang pensiunan ga diturunin dipecat tidak terhormat trus pas nuntut uang pensiun malah dilapor ke polisi blgnya mama aku korup padahal selama ini semua uang gedung di tf langsung ke rekening gedung polisi brengsek,hukum,negative
Tue Jan 31 14:43:46 +0000 2023,0,@mboksabar1 @nazaqistsha @mohmahfudmd Penegak hukum itu jaksa polisi KPK klo prof @mohmahfudmd bukan. Beliau mentri bukan penegak hukum. Paham y,@mboksabar @nazaqistsha @mohmahfudmd penegak hukum itu jaksa polisi kpk klo prof @mohmahfudmd bukan. beliau mentri bukan penegak hukum. paham y,hukum,neutral
Tue Jan 31 14:44:59 +0000 2023,0,@txtdrberseragam Udah paling pas polisi itu tugasnya cocok layani buat SIM STNK dan surat penting lainnya,@txtdrberseragam udah paling pas polisi itu tugasnya cocok layani buat sim stnk dan surat penting lainnya,kinerja,neutral
Tue Jan 31 14:45:03 +0000 2023,0,@tokobajaringan Bila ada waktu dan kesempatan silahkan berkenan hadir di space Rabu Biru besok jam 19.00 dengan narsum Anggota Komisi 3 DPR RI dan Pengacara Keluarga Mahasiswa UI Korban tewas di tabrak dan dijadikan tersangka oleh polisi terimakasih https://t.co/n659PHCiOn,@tokobajaringan bila ada waktu dan kesempatan silahkan berkenan hadir di space rabu biru besok jam . dengan narsum anggota komisi dpr ri dan pengacara keluarga mahasiswa ui korban tewas di tabrak dan dijadikan tersangka oleh polisi terimakasih,etika,negative
Tue Jan 31 14:45:07 +0000 2023,0,Di Thailand jika ada polisi yang melanggar aturan diwajibkan mengenakan 'Hello Kitty' pink di lengannya.,di thailand jika ada polisi yang melanggar aturan diwajibkan mengenakan 'hello kitty' pink di lengannya.,etika,neutral
Tue Jan 31 14:45:08 +0000 2023,0,@Sukardi2017 Bukan istri sah? Bukan istri pertamanya? Bukan istri polisi yang lain? Bukan istri resmi? .,@sukardi bukan istri sah? bukan istri pertamanya? bukan istri polisi yang lain? bukan istri resmi? .,lainnya,neutral
Tue Jan 31 14:46:19 +0000 2023,0,@gilbhas RFP lagi hadeh polisi harus di ruwat ini,@gilbhas rfp lagi hadeh polisi harus di ruwat ini,citra,negative
Tue Jan 31 14:46:49 +0000 2023,0,@asubgt01 @SiaranBolaLive Selama ini kita salah nyalahin polisi ternyata,@asubgt @siaranbolalive selama ini kita salah nyalahin polisi ternyata,citra,neutral
Tue Jan 31 14:47:08 +0000 2023,0,@KpheeMoon Bisa kok. Polisi bisa kasih warning ke user.,@kpheemoon bisa kok. polisi bisa kasih warning ke user.,kinerja,neutral
Tue Jan 31 14:51:44 +0000 2023,0,@katakycky Serius bang? Ntr ribet ga bayar ini itu kl buat laporan? Soalnya sy rada ga percaya kl sama Polisi. ,@katakycky serius bang? ntr ribet ga bayar ini itu kl buat laporan? soalnya sy rada ga percaya kl sama polisi.,citra,negative
Tue Jan 31 14:51:44 +0000 2023,0,@aleqzaqi @NarasiNewsroom Moon maap ni bukan kombes tapi akbp kocag polisi akbp aja dilindungin kali mah bintang 2 sekalian macam sambo,@aleqzaqi @narasinewsroom moon maap ni bukan kombes tapi akbp kocag polisi akbp aja dilindungin kali mah bintang sekalian macam sambo,etika,neutral
Tue Jan 31 14:51:48 +0000 2023,0,@txtdrberseragam rill malas belajar nnti jadi polisi irlandia,@txtdrberseragam rill malas belajar nnti jadi polisi irlandia,citra,negative
Tue Jan 31 14:51:58 +0000 2023,0,@convomf Karna mau nghindarin polisi tidur malah terperosok di got,@convomf karna mau nghindarin polisi tidur malah terperosok di got,lainnya,neutral
Tue Jan 31 14:52:26 +0000 2023,0,POLISI KONTOL KAYAK LOGONYA AREMA FC JILAT KONTOL POLISI DAN AREMA SAMA SAMA JANCOK. ACAB 1312,polisi kontol kayak logonya arema fc jilat kontol polisi dan arema sama sama jancok. acab,citra,negative
Tue Jan 31 14:52:35 +0000 2023,0,@KpheeMoon Bisa ditrek kok Polisi punya hak untuk investigasi kan. DC iya anon tapi kan ada kode user. Nah itu yang ditrek So nggak 100% anon.,@kpheemoon bisa ditrek kok polisi punya hak untuk investigasi kan. dc iya anon tapi kan ada kode user. nah itu yang ditrek so nggak % anon.,etika,neutral
Tue Jan 31 14:52:47 +0000 2023,0,@otongkoil u tau sendiri kelakuan motor di jalan gimana mending polisi bebasin moge ke toll dripda cc rendah masuk toll udh pelan suka ugal2an banyak plus macet,@otongkoil u tau sendiri kelakuan motor di jalan gimana mending polisi bebasin moge ke toll dripda cc rendah masuk toll udh pelan suka ugalan banyak plus macet,kinerja,neutral
Tue Jan 31 14:53:15 +0000 2023,0,@detikcom Lhaah kan polisi sambo,@detikcom lhaah kan polisi sambo,citra,neutral
Tue Jan 31 14:53:58 +0000 2023,0,@EdanBolaRCBFM polisi tolol,@edanbolarcbfm polisi tolol,citra,negative
Tue Jan 31 14:54:08 +0000 2023,0,@CNNIndonesia Trus milik siapa? Tuhan Yang Maha Esa. Makin benci aja sama polisi. Apa yang kalian tutup2i woy!,@cnnindonesia trus milik siapa? tuhan yang maha esa. makin benci aja sama polisi. apa yang kalian tutupi woy!,citra,negative
Tue Jan 31 14:54:08 +0000 2023,0,sumpah skrng jadi polisi harus jago playingvictim dan goblok ga si?,sumpah skrng jadi polisi harus jago playingvictim dan goblok ga si?,citra,negative
Tue Jan 31 14:54:28 +0000 2023,0,Oknum Polisi di Lampung Tombak Warga Diduga Alami Gangguan Jiwa #Sindonews #BukanBeritaBiasa .https://t.co/xuUX0Rohfp,oknum polisi di lampung tombak warga diduga alami gangguan jiwa #sindonews #bukanberitabiasa .,etika,negative
Tue Jan 31 15:02:59 +0000 2023,0,Dari rumah tersangka Polisi menemukan barang bukti sabu dengan berat total 47 gram https://t.co/JHbSBFYYdS,dari rumah tersangka polisi menemukan barang bukti sabu dengan berat total gram,kinerja,neutral
Tue Jan 31 15:02:59 +0000 2023,0,Dari rumah tersangka Polisi menemukan barang bukti sabu dengan berat total 47 gram https://t.co/JHbSBFYYdS,dari rumah tersangka polisi menemukan barang bukti sabu dengan berat total gram,kinerja,neutral
Tue Jan 31 15:04:56 +0000 2023,0,Oknum Polisi di Lampung Tombak Warga Diduga Alami Gangguan Jiwa #Sindonews #BukanBeritaBiasa .https://t.co/9tNb88Sy3H,oknum polisi di lampung tombak warga diduga alami gangguan jiwa #sindonews #bukanberitabiasa .,etika,negative
Tue Jan 31 15:05:44 +0000 2023,0,@skyafaxx @resamahendra4 polisi ra dijak,@skyafaxx @resamahendra polisi ra dijak,lainnya,neutral
Tue Jan 31 15:05:59 +0000 2023,0,@txtdrberseragam polisi ni lama lama kaya loris karius,@txtdrberseragam polisi ni lama lama kaya loris karius,citra,negative
Tue Jan 31 15:06:24 +0000 2023,0,Viral Sosok Wanita Cantik Blasteran Australia Berusia 23 Tahun Selingkuhan Oknum Perwira Polisi https://t.co/6tLvWlX2bF via @tribunnews,viral sosok wanita cantik blasteran australia berusia tahun selingkuhan oknum perwira polisi via @tribunnews,etika,negative
Tue Jan 31 15:06:53 +0000 2023,0,@Daeng_Info Trus gmn nih biar jera dan ga sok kaya? Mgkn kah polisi menangkapnya jika tdk ada yg lapor?,@daeng_info trus gmn nih biar jera dan ga sok kaya? mgkn kah polisi menangkapnya jika tdk ada yg lapor?,kinerja,negative
Tue Jan 31 15:07:33 +0000 2023,0,@ardianmuharam_ @skyafaxx ssk koe dadi polisi,@ardianmuharam_ @skyafaxx ssk koe dadi polisi,lainnya,neutral
Tue Jan 31 15:08:31 +0000 2023,0,@detikcom RFP polisi lagi polisi lagi #reformasipolri #reformasipolri #reformasipolri #reformasipolri,@detikcom rfp polisi lagi polisi lagi #reformasipolri #reformasipolri #reformasipolri #reformasipolri,citra,negative
Tue Jan 31 15:08:47 +0000 2023,0,YAELAH POLISI NYA PGN GUA TONJOK ANJIR #NeverLetMeGoSeriesEP8,yaelah polisi nya pgn gua tonjok anjir #neverletmegoseriesep,citra,negative
Tue Jan 31 15:11:11 +0000 2023,0,Jangan biarkan belenggu kesedihan menutup jalanmu menuju masa depan segera minta kuncinya pada pak polisi.,jangan biarkan belenggu kesedihan menutup jalanmu menuju masa depan segera minta kuncinya pada pak polisi.,lainnya,neutral
Tue Jan 31 15:11:21 +0000 2023,0,@Boltcrank6 @MBSasli @txtdrberseragam Kalau atas kesaksian dari keluarga korban ketika bertemu dengan oknum terduga penabrak beliau yang terhormat purnawirawan polisi mengaku menabrak dan seolah menantang keluarga dengan status korban yang sudah meninggal https://t.co/YF1TbgltU7,@boltcrank @mbsasli @txtdrberseragam kalau atas kesaksian dari keluarga korban ketika bertemu dengan oknum terduga penabrak beliau yang terhormat purnawirawan polisi mengaku menabrak dan seolah menantang keluarga dengan status korban yang sudah meninggal,citra,negative
Tue Jan 31 15:11:30 +0000 2023,0,Bawa Sajam dan lakukan pengancaman Zenden diamankan Polisi https://t.co/Zull65qfkB #humasresminsel #polresminsel https://t.co/2BdY5yCHJN,bawa sajam dan lakukan pengancaman zenden diamankan polisi #humasresminsel #polresminsel,hukum,positive
Tue Jan 31 15:12:19 +0000 2023,0,Polisi Gagalkan Peredaran Sabu Lebih 2 Kg dan Ribuan Pil Ekstasi https://t.co/dFnj7D8dcF https://t.co/2YtETXYeyF,polisi gagalkan peredaran sabu lebih kg dan ribuan pil ekstasi,kinerja,positive
Tue Jan 31 15:13:14 +0000 2023,0,Polisi Temukan Kebun Ganja di Kawasan Cagar Wisata Situ Cangkuang Garut - Via @Gosip_Garut https://t.co/tXIqPfSGn1,polisi temukan kebun ganja di kawasan cagar wisata situ cangkuang garut - via @gosip_garut,kinerja,neutral
Tue Jan 31 15:17:42 +0000 2023,0,@RandomWorldWar @Bakwanweciote2 klo polisi sini nembak duluan ternyata senjata mainan polisi dapet citra buruk dimasyarakat karena terlalu berlebihan,@randomworldwar @bakwanweciote klo polisi sini nembak duluan ternyata senjata mainan polisi dapet citra buruk dimasyarakat karena terlalu berlebihan,citra,neutral
Tue Jan 31 15:18:17 +0000 2023,0,ini polisi gaada yg jagain sekolah sd kah? udah 2 kasus penculikan dalam seminggu astaghfirullah,ini polisi gaada yg jagain sekolah sd kah? udah kasus penculikan dalam seminggu astaghfirullah,kinerja,neutral
Tue Jan 31 15:18:42 +0000 2023,0,@kebohejoreborn @txtdrberseragam Polisinya polisi aja udah kebukti jago bikin skenario cerita yg katanya pelecehan trs sekarang diikutin sama polisi yg laen wkwkw antik emg ,@kebohejoreborn @txtdrberseragam polisinya polisi aja udah kebukti jago bikin skenario cerita yg katanya pelecehan trs sekarang diikutin sama polisi yg laen wkwkw antik emg,etika,negative
Tue Jan 31 15:19:33 +0000 2023,0,Disuruh Ambil Sabu Pengangguran Dibekuk Polisi di Pelabuhan Kangean Sumenep. Sumenep (https://t.co/ksziGGp1k3) Ajib Abdul Malik (24) warga Kampung Mandar Desa Sapeken Kecamatan/ Pulau https://t.co/dVy8yp0Sd6 #HukumKriminal #bandarnarkobasumenep via @beritajatimcom,disuruh ambil sabu pengangguran dibekuk polisi di pelabuhan kangean sumenep. sumenep ( ajib abdul malik () warga kampung mandar desa sapeken kecamatan/ pulau #hukumkriminal #bandarnarkobasumenep via @beritajatimcom,hukum,neutral
Tue Jan 31 15:20:34 +0000 2023,0,Menteri hukum dan ham ngetwit begini saat 1. Kasus purn polisi tabrak lari sampe mati lalu korbannya jadi tersangka 2. Sipil diduga ditabrak iring iringan polisi 3. Sidang kasus kanjuruhan polisi yg jd tersangka menolak ngaku tembak gas air mata padahal ada video jelasnya ,menteri hukum dan ham ngetwit begini saat . kasus purn polisi tabrak lari sampe mati lalu korbannya jadi tersangka . sipil diduga ditabrak iring iringan polisi . sidang kasus kanjuruhan polisi yg jd tersangka menolak ngaku tembak gas air mata padahal ada video jelasnya,etika,negative
Tue Jan 31 15:20:41 +0000 2023,0,Polisi Tetapkan Tujuh Tersangka Aksi Unjuk Rasa Ricuh di Malang https://t.co/olPs6vDiTa,polisi tetapkan tujuh tersangka aksi unjuk rasa ricuh di malang,hukum,neutral
Tue Jan 31 15:22:04 +0000 2023,0,Dukung Pelaksanaan Tugas Satuan Polisi Militer Angkatan Darat Kasad Distribusikan Kendaraan Kawal Baru https://t.co/WzbjVF13MA @tni_angkatan_darat @puspom_tni_ad @puspentni https://t.co/jeIV2NAry8,dukung pelaksanaan tugas satuan polisi militer angkatan darat kasad distribusikan kendaraan kawal baru @tni_angkatan_darat @puspom_tni_ad @puspentni,kinerja,positive
Tue Jan 31 15:22:13 +0000 2023,0,@caayl @SASTRAuhuy Pak polisi : https://t.co/09CYfdb8co,@caayl @sastrauhuy pak polisi :,lainnya,neutral
Tue Jan 31 15:24:06 +0000 2023,0,@DivHumas_Polri @CCICPolri Kapolri Jenderal Polisi Drs. @ListyoSigitP https://t.co/5jpTwLjvwh. CC: Bapak Presiden Republik Indonesia Ir. @jokowi,@divhumas_polri @ccicpolri kapolri jenderal polisi drs. @listyosigitp cc: bapak presiden republik indonesia ir. @jokowi,lainnya,neutral
Tue Jan 31 15:24:12 +0000 2023,0,Polisi Ditemukan Tewas di Cilincing Jakarta Utara: Seorang anggota polisi inisial I ditemukan tak bernyawa di antor Perwakilan Polres Metro Kepulauan Seribu Cilincing Jakarta Utara. https://t.co/ezfGZ6oS2k,polisi ditemukan tewas di cilincing jakarta utara: seorang anggota polisi inisial i ditemukan tak bernyawa di antor perwakilan polres metro kepulauan seribu cilincing jakarta utara.,lainnya,neutral
Tue Jan 31 15:25:19 +0000 2023,0,@BosPurwa Ayo Polisi Indonesia jangan mau kalah ,@bospurwa ayo polisi indonesia jangan mau kalah,citra,neutral
Tue Jan 31 15:27:51 +0000 2023,0,ada apa dengan polisi cianjur????,ada apa dengan polisi cianjur????,citra,neutral
Tue Jan 31 15:29:14 +0000 2023,0,@txtdrimedia Itu polisi yg bkn bagian ngurus tes sim coba suruh cobain tuh tesnya saya yakin dia akan gagal juga,@txtdrimedia itu polisi yg bkn bagian ngurus tes sim coba suruh cobain tuh tesnya saya yakin dia akan gagal juga,citra,neutral
Tue Jan 31 15:29:16 +0000 2023,0,termasuk cerita konyol sih gua dulu pernah dibonceng emak gua terus pas itu gua lagi gak pegangan emak eh pas lewatin polisi tidur gua ngejomplang jatoh kebelakang dan emak gua gak sadar kalau gua jatoh dan terus jalan sampe beberapa meter,termasuk cerita konyol sih gua dulu pernah dibonceng emak gua terus pas itu gua lagi gak pegangan emak eh pas lewatin polisi tidur gua ngejomplang jatoh kebelakang dan emak gua gak sadar kalau gua jatoh dan terus jalan sampe beberapa meter,lainnya,neutral
Tue Jan 31 15:29:53 +0000 2023,0,Pak polisi,pak polisi,lainnya,neutral
Tue Jan 31 15:30:29 +0000 2023,0,Laporin polisi aja sih udh kebangetan itu dajjalnya ,laporin polisi aja sih udh kebangetan itu dajjalnya,hukum,neutral
Tue Jan 31 15:30:53 +0000 2023,0,@MafiaWasit @ListyoSigitP Setuju tangkap semua perusuh itu yg membuat citra polisi makin jatuh,@mafiawasit @listyosigitp setuju tangkap semua perusuh itu yg membuat citra polisi makin jatuh,hukum,positive
Tue Jan 31 15:31:05 +0000 2023,0,Tepat. Polisi lebih tahu... mana bid'ah... mana bukan.,tepat. polisi lebih tahu... mana bid'ah... mana bukan.,etika,neutral
Tue Jan 31 15:33:17 +0000 2023,0,@NarasiNewsroom ishh teroris &amp; jembatan gantungnya ngeri² sedep. polisi lbh dibutuhkan di papua sepertinya ya min...,@narasinewsroom ishh teroris & jembatan gantungnya ngeri2 sedep. polisi lbh dibutuhkan di papua sepertinya ya min...,kinerja,neutral
Tue Jan 31 15:34:01 +0000 2023,0,@txtdrberseragam Emang kek kontol polisi ini,@txtdrberseragam emang kek kontol polisi ini,citra,negative
